Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
15662,RATTC,4,01/19/2015 11:33:39,2015-02-05 18:14:59,2015-01-22 09:24:48,2,0x3437,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
15663,VINET,3,07/05/2014 15:38:39,2014-07-15 07:21:01,2014-07-05 23:39:32,1,0x3136312E3235,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
15664,AROUT,5,01/07/2014 03:47:27,2014-01-21 09:27:43,2014-01-09 11:33:58,2,0x3130322E3235,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
15665,VAFFE,4,12/04/2015 14:54:15,2015-12-08 01:23:43,2015-12-04 20:14:06,1,0x333034,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
15666,RANCH,2,01/09/2016 13:09:13,2016-02-01 22:11:38,2016-01-09 22:30:42,2,0x3435,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
15667,QUEDE,6,08/09/2015 12:27:30,2015-08-18 05:37:28,2015-08-10 10:01:27,2,0x3435372E3235,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
15668,RATTC,3,04/08/2015 04:07:54,2015-05-13 22:52:15,2015-04-17 01:55:08,3,0x35332E3735,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
15669,HUNGC,7,12/17/2012 06:51:33,2013-01-16 08:04:08,2012-12-17 10:31:43,1,0x353437,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
15670,QUEEN,6,06/23/2015 00:13:57,2015-07-16 09:39:14,2015-06-24 18:46:06,2,0x3232372E3235,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
15671,SUPRD,6,08/27/2015 04:23:24,2015-10-07 01:58:53,2015-08-29 18:06:49,1,0x313932,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
15672,SAVEA,2,06/01/2015 10:49:34,2015-06-02 16:19:31,2015-06-05 14:26:55,2,0x313631,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
15673,EASTC,5,08/20/2014 00:26:15,2014-08-22 20:12:23,2014-08-21 12:56:43,1,0x3335382E3235,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
15674,VAFFE,7,07/24/2015 21:32:23,2015-08-08 14:15:02,2015-08-01 22:38:42,2,0x313832,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico
15675,FISSA,1,06/02/2015 12:38:14,2015-06-03 10:02:36,2015-06-13 01:58:18,3,0x333032,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
15676,FRANR,6,03/18/2013 22:22:03,2013-03-28 12:16:24,2013-03-22 15:52:08,1,0x39382E35,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
15677,BLAUS,4,12/14/2013 01:06:59,2014-01-21 16:03:18,2014-01-01 07:02:13,2,0x3232342E3235,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
15678,HILAA,4,08/29/2014 19:32:06,2014-08-31 03:35:38,2014-09-04 03:53:30,2,0x3236362E35,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
15679,FRANR,2,10/23/2012 22:33:46,2012-10-31 16:54:52,2012-10-29 02:49:22,3,0x3334362E3235,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
15680,CHOPS,1,08/05/2015 13:37:14,2015-08-08 11:31:40,2015-08-13 13:18:30,2,0x37352E35,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
15681,KOENE,5,08/01/2015 21:23:49,2015-09-01 02:17:28,2015-08-03 13:16:24,2,0x3432352E35,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
15682,PERIC,7,08/01/2014 06:40:10,2014-08-19 06:25:14,2014-08-09 20:32:51,3,0x3933,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
15683,LONEP,3,10/04/2012 14:50:57,2012-10-10 19:00:41,2012-10-09 22:29:52,3,0x313737,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
15684,ERNSH,5,11/07/2014 16:54:12,2014-12-12 01:38:12,2014-11-11 09:13:26,2,0x3335322E35,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
15685,RICSU,4,09/29/2013 13:22:32,2013-11-10 01:13:12,2013-10-16 18:15:28,2,0x3934,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
15686,RICAR,9,11/21/2013 09:10:48,2013-12-04 05:20:15,2013-11-23 18:59:55,3,0x333132,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
15687,HUNGC,1,02/11/2014 22:55:47,2014-02-19 17:36:25,2014-02-13 13:22:37,1,0x3138312E3235,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
15688,OLDWO,5,08/26/2012 08:26:18,2012-08-31 18:37:52,2012-09-05 11:35:42,1,0x313431,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
15689,OCEAN,7,11/11/2013 18:26:32,2013-12-12 13:37:57,2013-11-29 15:58:26,3,0x313633,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
15690,WOLZA,6,02/06/2013 04:39:01,2013-02-17 06:00:49,2013-02-09 09:00:11,3,0x3136352E3235,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
15691,SPLIR,1,07/04/2014 17:58:15,2014-07-09 09:41:30,2014-07-15 16:12:01,2,0x37322E35,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
15692,BLAUS,8,06/13/2013 04:44:35,2013-06-30 13:28:08,2013-06-21 21:09:10,3,0x323230,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
15693,PRINI,7,09/16/2014 14:57:43,2014-10-13 09:09:37,2014-09-30 00:24:44,3,0x313838,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
15694,FRANR,3,09/11/2012 04:30:52,2012-10-22 23:44:56,2012-09-16 10:21:23,2,0x3334312E35,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
15695,LETSS,4,08/02/2013 14:05:40,2013-08-13 07:34:03,2013-08-20 06:43:27,2,0x3434,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
15696,SIMOB,8,08/30/2015 06:29:34,2015-10-07 15:48:30,2015-09-02 19:59:05,1,0x3335,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
15697,LACOR,2,11/13/2012 01:47:49,2012-11-17 14:25:25,2012-11-18 07:19:59,2,0x313433,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
15698,BSBEV,3,08/25/2013 19:42:06,2013-08-29 16:14:57,2013-08-27 17:29:29,3,0x3532312E3735,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
15699,HUNGO,9,08/12/2014 15:57:34,2014-08-17 23:53:40,2014-08-17 01:39:21,1,0x3338322E3735,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
15700,AROUT,8,03/21/2015 00:56:29,2015-04-23 03:32:47,2015-03-21 09:08:04,2,0x323433,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
15701,OCEAN,1,12/17/2014 14:53:34,2015-01-20 02:51:39,2014-12-27 13:21:57,1,0x333731,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
15702,PICCO,6,05/26/2014 00:38:34,2014-07-06 01:06:22,2014-06-03 09:24:05,1,0x3331342E3235,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
15703,GREAL,7,10/24/2014 04:00:37,2014-12-14 06:57:41,2014-10-25 19:31:01,1,0x3233362E3235,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
15704,LAZYK,8,02/01/2013 02:43:15,2013-02-17 12:06:57,2013-02-11 20:04:40,3,0x3133302E3235,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
15705,QUICK,6,03/12/2015 18:21:03,2015-03-20 04:11:52,2015-03-16 03:34:32,1,0x3431392E3735,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
15706,WELLI,4,11/18/2013 09:28:03,2013-12-01 01:56:03,2013-12-10 01:49:51,2,0x32332E3735,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
15707,PRINI,9,12/03/2013 02:38:29,2013-12-05 14:22:52,2013-12-25 20:26:09,1,0x3336342E3235,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
15708,LILAS,2,07/16/2013 06:47:32,2013-08-24 04:42:17,2013-07-23 03:38:30,1,0x3430312E35,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
15709,FRANK,7,02/10/2014 23:38:45,2014-02-22 04:24:00,2014-02-23 19:46:12,1,0x3236322E3735,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
15710,ANTON,6,07/12/2013 10:16:33,2013-08-17 23:30:23,2013-07-18 06:37:15,2,0x3330,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
15711,LACOR,7,03/21/2013 04:31:19,2013-04-02 10:11:35,2013-04-14 23:03:08,3,0x3135312E3735,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
15712,ANATR,8,02/09/2016 21:01:28,2016-03-11 04:18:09,2016-02-10 23:24:09,3,0x36302E35,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
15713,FISSA,8,03/02/2014 10:24:07,2014-04-03 10:24:56,2014-03-05 01:05:14,3,0x3530302E3235,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
15714,THECR,1,07/01/2014 03:06:56,2014-07-19 14:53:21,2014-07-05 23:18:42,1,0x3239372E3735,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
15715,GROSR,4,11/20/2015 19:55:00,2015-12-03 23:38:19,2015-12-09 12:39:05,1,0x3139392E3235,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
15716,WANDK,2,07/27/2013 11:40:24,2013-08-15 08:38:33,2013-07-30 12:43:42,3,0x3531,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
15717,TRADH,7,07/15/2015 07:24:11,2015-07-26 02:33:38,2015-07-16 04:31:49,3,0x39302E3235,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
15718,DRACD,2,03/16/2014 23:08:31,2014-04-09 07:46:46,2014-03-22 17:15:19,2,0x343538,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
15719,HANAR,2,05/03/2014 11:36:20,2014-06-24 14:59:18,2014-05-06 05:26:15,3,0x3238342E3235,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
15720,VAFFE,8,09/19/2014 10:16:52,2014-10-19 17:26:24,2014-10-01 17:42:55,1,0x343039,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
15721,THECR,5,02/05/2013 14:00:37,2013-03-25 14:33:01,2013-02-16 07:08:03,1,0x3530322E3235,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
15722,PRINI,6,04/30/2015 17:45:14,2015-05-09 10:38:17,2015-05-15 16:51:54,1,0x353034,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
15723,WOLZA,7,08/20/2012 17:46:23,2012-09-19 10:06:39,2012-09-01 19:59:15,1,0x313238,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
15724,LONEP,5,09/25/2013 14:06:22,2013-11-10 19:57:37,2013-09-26 21:12:21,3,0x3435,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
15725,QUEEN,6,11/24/2015 10:51:35,2015-12-31 10:30:17,2015-11-28 00:17:46,2,0x3239332E35,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
15726,RICSU,4,12/27/2015 10:30:49,2016-01-20 07:30:33,2016-01-01 15:39:12,2,0x39312E3235,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
15727,GALED,5,03/31/2013 05:58:11,2013-04-16 14:23:31,2013-04-17 23:36:40,3,0x3436372E3235,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
15728,CACTU,6,07/10/2014 04:27:08,2014-07-20 07:55:58,2014-07-25 04:49:30,3,0x3434372E3735,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
15729,BONAP,2,11/27/2015 21:21:38,2015-12-18 19:22:40,2015-11-29 14:13:18,2,0x3435392E35,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
15730,WHITC,4,11/20/2014 06:19:55,2014-11-23 04:02:43,2014-11-29 08:27:11,3,0x3232322E35,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
15731,RANCH,1,10/15/2014 04:22:23,2014-10-26 13:36:41,2014-10-26 03:54:41,1,0x3137,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
15732,BOLID,9,08/24/2014 01:57:39,2014-09-04 19:59:33,2014-09-10 14:18:27,1,0x3530352E3235,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
15733,FAMIA,9,08/24/2012 20:00:44,2012-10-08 00:54:20,2012-09-04 23:56:14,3,0x35382E3735,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
15734,SIMOB,5,10/03/2015 00:56:05,2015-11-01 10:12:03,2015-10-16 06:15:00,3,0x3136332E3235,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
15735,BLONP,5,04/24/2015 13:31:06,2015-05-05 21:52:12,2015-04-26 12:52:41,2,0x3832,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
15736,ANATR,5,03/23/2013 21:00:33,2013-04-29 18:44:42,2013-04-11 03:35:01,2,0x3430322E35,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
15737,RANCH,3,02/05/2014 03:00:06,2014-02-06 03:13:25,2014-02-05 19:15:51,2,0x3235342E3235,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
15738,MAGAA,6,05/06/2013 02:46:53,2013-05-20 10:04:42,2013-05-16 02:57:42,3,0x3434302E3235,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
15739,BLAUS,7,02/26/2015 06:49:34,2015-03-10 15:20:26,2015-03-02 13:50:44,2,0x313039,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
15740,SIMOB,6,12/20/2015 16:57:17,2016-01-02 17:40:38,2015-12-21 23:41:59,1,0x343933,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
15741,COMMI,6,11/13/2014 10:24:21,2014-12-12 02:21:44,2014-11-17 06:52:51,3,0x3334362E3235,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
15742,FRANR,9,06/29/2014 15:41:56,2014-07-09 17:13:40,2014-07-08 08:23:31,2,0x3238302E3235,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
15743,SAVEA,9,06/25/2013 14:24:39,2013-06-27 10:53:59,2013-07-21 19:13:34,1,0x3532332E3235,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
15744,LACOR,2,07/02/2015 19:17:54,2015-07-03 12:31:35,2015-07-13 04:31:55,2,0x3435342E35,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
15745,WOLZA,6,01/16/2013 23:06:55,2013-02-23 00:23:50,2013-01-31 11:20:19,3,0x3530392E3235,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
15746,WARTH,6,05/28/2014 12:50:53,2014-07-02 19:10:56,2014-06-01 11:07:00,3,0x333036,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
15747,LILAS,5,09/10/2014 19:21:04,2014-09-16 06:50:55,2014-09-29 10:29:17,3,0x313633,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
15748,WHITC,9,08/05/2014 06:36:10,2014-08-24 08:31:23,2014-08-09 06:11:31,2,0x34352E3235,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
15749,FISSA,7,06/16/2014 07:10:09,2014-06-23 20:22:46,2014-06-23 12:14:50,3,0x3433382E3735,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
15750,OTTIK,7,11/28/2014 08:09:10,2014-12-12 19:16:37,2014-11-29 20:59:56,2,0x343730,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
15751,DRACD,2,08/10/2015 11:37:25,2015-08-29 15:13:52,2015-08-14 06:30:38,1,0x3330372E3235,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
15752,WANDK,3,09/07/2015 21:21:52,2015-09-27 23:24:17,2015-09-09 01:37:11,1,0x3333342E3735,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
15753,LACOR,5,10/27/2014 14:36:15,2014-11-11 14:05:00,2014-11-09 03:02:09,2,0x323836,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
15754,TORTU,2,05/12/2014 19:40:01,2014-07-04 17:39:30,2014-05-29 05:17:51,1,0x3137302E35,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
15755,LINOD,5,09/05/2014 13:47:28,2014-09-11 16:11:55,2014-09-11 17:35:35,2,0x3337352E3735,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
15756,TRAIH,3,02/18/2015 16:42:45,2015-04-17 21:21:55,2015-03-05 12:37:03,1,0x3330332E3735,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
15757,PARIS,7,11/23/2013 19:15:44,2013-12-08 12:42:26,2013-11-26 08:04:07,2,0x34312E35,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
15758,ANTON,5,07/22/2013 17:24:44,2013-07-25 03:36:47,2013-08-12 23:44:05,2,0x3138302E3235,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
15759,LAUGB,2,08/22/2015 05:48:24,2015-08-25 11:05:31,2015-08-22 15:10:43,1,0x3133302E3735,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
15760,SANTG,2,10/06/2013 18:57:27,2013-11-09 14:51:35,2013-10-18 18:41:15,2,0x3437372E3735,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
15761,COMMI,5,04/27/2015 05:02:28,2015-05-14 19:47:26,2015-05-10 13:23:17,2,0x3135322E35,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
15762,HUNGC,3,06/11/2013 15:12:29,2013-07-22 11:50:03,2013-06-17 09:18:45,3,0x333432,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
15763,WANDK,9,02/19/2013 02:45:50,2013-02-22 03:25:06,2013-03-11 17:48:01,2,0x3335332E35,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
15764,FAMIA,4,12/04/2014 23:55:09,2014-12-21 09:39:09,2014-12-08 06:17:27,3,0x3331362E3735,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
15765,TORTU,8,05/21/2013 14:38:59,2013-06-17 05:47:56,2013-06-18 06:17:21,2,0x313039,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
15766,BOLID,4,07/10/2015 08:29:56,2015-08-20 18:31:49,2015-08-04 00:35:34,3,0x3333352E35,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico
15767,SPECD,5,11/28/2015 19:05:56,2015-12-29 01:12:50,2015-12-15 17:30:45,1,0x38322E3235,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
15768,WOLZA,6,03/27/2013 09:13:38,2013-04-08 11:21:52,2013-03-28 01:39:23,2,0x3137382E3735,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
15769,WHITC,4,07/16/2012 02:29:39,2012-08-02 02:03:42,2012-07-16 04:38:27,1,0x323239,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
15770,VAFFE,6,02/03/2014 13:05:10,2014-02-09 14:19:05,2014-02-08 13:05:44,3,0x3435362E3735,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
15771,EASTC,7,04/10/2013 06:12:56,2013-05-13 01:02:24,2013-04-16 04:23:37,2,0x343033,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
15772,QUEEN,6,05/04/2014 21:56:29,2014-05-08 09:11:43,2014-05-14 11:26:28,1,0x3435342E35,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
15773,ISLAT,4,05/03/2014 20:07:17,2014-05-10 07:35:06,2014-05-17 23:11:15,2,0x3330392E3235,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
15774,WELLI,9,03/21/2015 02:39:27,2015-04-27 23:59:13,2015-04-04 03:43:12,2,0x3139312E3735,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
15775,LEHMS,5,07/07/2013 22:06:40,2013-07-24 23:11:15,2013-07-09 19:36:58,2,0x3334362E3235,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
15776,TRADH,9,04/28/2014 01:47:08,2014-05-14 08:36:08,2014-05-10 03:06:08,2,0x3535392E3735,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
15777,FOLKO,3,05/07/2013 22:27:13,2013-05-26 11:29:18,2013-05-26 15:23:26,3,0x3532302E35,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
15778,WHITC,3,12/24/2014 12:02:32,2014-12-27 12:04:03,2014-12-30 21:10:22,2,0x313631,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
15779,LILAS,7,05/31/2013 02:04:13,2013-06-08 13:33:51,2013-06-01 09:57:51,3,0x3230392E3735,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
15780,WILMK,1,05/28/2015 17:55:17,2015-06-15 17:56:05,2015-06-15 03:24:05,3,0x38312E3235,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
15781,ANATR,9,12/05/2012 00:01:39,2012-12-17 02:14:36,2012-12-09 04:07:46,2,0x32312E3235,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
15782,HUNGC,5,01/18/2014 12:30:19,2014-02-10 22:23:14,2014-01-31 00:34:28,1,0x3134322E3735,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
15783,ANATR,8,11/19/2015 15:47:19,2015-12-31 17:26:44,2015-11-29 05:15:18,3,0x3438322E35,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
15784,LACOR,8,09/03/2015 04:25:24,2015-10-16 04:13:16,2015-09-10 12:26:26,3,0x3331342E35,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
15785,OTTIK,9,09/13/2013 00:40:23,2013-09-24 22:43:29,2013-09-13 15:32:01,3,0x3232352E3235,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
15786,LEHMS,5,12/16/2015 10:11:50,2016-01-02 11:10:10,2015-12-26 05:31:25,1,0x3134372E3235,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
15787,PERIC,4,10/08/2015 10:57:05,2015-10-26 01:57:20,2015-11-01 02:53:31,2,0x3338342E35,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
15788,ISLAT,6,05/03/2015 15:31:50,2015-06-14 17:32:15,2015-05-17 16:30:56,3,0x3135382E3735,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
15789,GROSR,1,02/12/2013 19:56:48,2013-03-20 06:57:01,2013-02-14 03:17:04,2,0x3232382E35,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
15790,EASTC,2,07/13/2014 17:25:22,2014-07-24 01:53:53,2014-07-22 13:49:06,1,0x353339,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
15791,QUEEN,8,02/10/2014 06:47:02,2014-02-21 04:13:44,2014-02-12 17:52:28,3,0x33342E35,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
15792,FURIB,1,04/18/2014 14:59:20,2014-04-24 03:39:23,2014-05-06 18:16:50,2,0x3434362E3735,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
15793,TORTU,7,01/20/2015 05:13:44,2015-03-17 12:06:28,2015-02-13 10:28:13,2,0x3137372E3735,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
15794,WILMK,9,04/06/2014 18:16:22,2014-04-15 04:43:58,2014-04-12 12:26:52,1,0x313930,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
15795,SUPRD,1,11/20/2015 21:36:46,2015-12-11 01:42:31,2015-11-22 08:43:51,3,0x32392E3235,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
15796,MAGAA,6,06/15/2015 03:07:13,2015-06-15 12:58:55,2015-06-30 20:13:32,1,0x3235332E35,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
15797,GROSR,8,07/22/2012 22:36:40,2012-08-02 07:50:25,2012-07-27 18:54:58,1,0x3434312E3235,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
15798,RICAR,1,11/01/2012 00:28:39,2012-11-21 16:35:11,2012-11-02 18:18:43,3,0x3338362E3235,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
15799,GROSR,2,10/02/2015 03:30:05,2015-10-14 07:40:31,2015-10-04 03:28:51,3,0x3332332E35,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
